id,group,time,date,entrees,sumentrees
joc,museum,15:30,11/01/2019,1018,244376
joc,museum,16:00,11/01/2019,1062,245438
joc,museum,16:30,11/01/2019,959,246397
joc,museum,17:00,11/01/2019,884,247281
joc,museum,17:30,11/01/2019,859,248140
joc,museum,18:00,11/01/2019,1039,249179
joc,museum,18:30,11/01/2019,1038,250217
joc,museum,19:00,11/01/2019,917,251134
joc,museum,19:30,11/01/2019,793,251927
joc,museum,20:00,11/01/2019,570,252497
joc,museum,20:30,11/01/2019,319,252816
joc,museum,21:00,11/01/2019,146,252962
joc,museum,21:30,11/01/2019,84,253046
joc,museum,22:00,11/01/2019,29,253075
joc,museum,22:30,11/01/2019,0,253075
joc,museum,23:00,11/01/2019,0,253075
joc,museum,23:30,11/01/2019,0,253075
joc,museum,00:00,12/01/2019,0,253075
joc,museum,00:30,12/01/2019,0,253075
joc,museum,01:00,12/01/2019,0,253075
joc,museum,01:30,12/01/2019,0,253075
joc,museum,02:00,12/01/2019,0,253075
joc,museum,02:30,12/01/2019,0,253075
joc,museum,03:00,12/01/2019,0,253075
joc,museum,03:30,12/01/2019,0,253075
joc,museum,04:00,12/01/2019,0,253075
joc,museum,04:30,12/01/2019,0,253075
joc,museum,05:00,12/01/2019,0,253075
joc,museum,05:30,12/01/2019,0,253075
joc,museum,06:00,12/01/2019,0,253075
joc,museum,06:30,12/01/2019,0,253075
joc,museum,07:00,12/01/2019,0,253075
joc,museum,07:30,12/01/2019,0,253075
joc,museum,08:00,12/01/2019,0,253075
joc,museum,08:30,12/01/2019,0,253075
joc,museum,09:00,12/01/2019,11,253086
joc,museum,09:30,12/01/2019,1075,254161
joc,museum,10:00,12/01/2019,1134,255295
joc,museum,10:30,12/01/2019,1310,256605
joc,museum,11:00,12/01/2019,1043,257648
joc,museum,11:30,12/01/2019,1044,258692
joc,museum,12:00,12/01/2019,1100,259792
joc,museum,12:30,12/01/2019,1005,260797
joc,museum,13:00,12/01/2019,939,261736
joc,museum,13:30,12/01/2019,1156,262892
joc,museum,14:00,12/01/2019,1149,264041
joc,museum,14:30,12/01/2019,1416,265457
joc,museum,15:00,12/01/2019,1193,266650
joc,museum,15:30,12/01/2019,1166,267816
joc,museum,16:00,12/01/2019,1124,268940
joc,museum,16:30,12/01/2019,1002,269942
joc,museum,17:00,12/01/2019,789,270731
joc,museum,17:30,12/01/2019,494,271225
joc,museum,18:00,12/01/2019,340,271565
joc,museum,18:30,12/01/2019,156,271721
joc,museum,19:00,12/01/2019,0,271721
joc,museum,19:30,12/01/2019,0,271721
joc,museum,20:00,12/01/2019,0,271721
joc,museum,20:30,12/01/2019,0,271721
joc,museum,21:00,12/01/2019,0,271721
joc,museum,21:30,12/01/2019,0,271721
joc,museum,22:00,12/01/2019,0,271721
joc,museum,22:30,12/01/2019,0,271721
joc,museum,23:00,12/01/2019,0,271721
joc,museum,23:30,12/01/2019,0,271721
joc,museum,00:00,13/01/2019,0,271721
joc,museum,00:30,13/01/2019,0,271721
joc,museum,01:00,13/01/2019,0,271721
joc,museum,01:30,13/01/2019,0,271721
joc,museum,02:00,13/01/2019,0,271721
joc,museum,02:30,13/01/2019,0,271721
joc,museum,03:00,13/01/2019,0,271721
joc,museum,03:30,13/01/2019,0,271721
joc,museum,04:00,13/01/2019,0,271721
joc,museum,04:30,13/01/2019,0,271721
joc,museum,05:00,13/01/2019,0,271721
joc,museum,05:30,13/01/2019,0,271721
joc,museum,06:00,13/01/2019,0,271721
joc,museum,06:30,13/01/2019,0,271721
joc,museum,07:00,13/01/2019,0,271721
joc,museum,07:30,13/01/2019,0,271721
joc,museum,08:00,13/01/2019,0,271721
joc,museum,08:30,13/01/2019,0,271721
joc,museum,09:00,13/01/2019,166,271887
joc,museum,09:30,13/01/2019,798,272685
joc,museum,10:00,13/01/2019,1166,273851
joc,museum,10:30,13/01/2019,1118,274969
joc,museum,11:00,13/01/2019,1214,276183
joc,museum,11:30,13/01/2019,1172,277355
joc,museum,12:00,13/01/2019,1169,278524
joc,museum,12:30,13/01/2019,1187,279711
joc,museum,13:00,13/01/2019,1151,280862
joc,museum,13:30,13/01/2019,678,281540
joc,museum,14:00,13/01/2019,1644,283184
joc,museum,14:30,13/01/2019,1372,284556
joc,museum,15:00,13/01/2019,1268,285824
joc,museum,15:30,13/01/2019,1439,287263
joc,museum,16:00,13/01/2019,1090,288353
joc,museum,16:30,13/01/2019,1036,289389
joc,museum,17:00,13/01/2019,736,290125
joc,museum,17:30,13/01/2019,549,290674
joc,museum,18:00,13/01/2019,315,290989
joc,museum,18:30,13/01/2019,151,291140
joc,museum,19:00,13/01/2019,0,291140
joc,museum,19:30,13/01/2019,0,291140
joc,museum,20:00,13/01/2019,0,291140
joc,museum,20:30,13/01/2019,0,291140
joc,museum,21:00,13/01/2019,0,291140
joc,museum,21:30,13/01/2019,0,291140
joc,museum,22:00,13/01/2019,0,291140
joc,museum,22:30,13/01/2019,0,291140
joc,museum,23:00,13/01/2019,0,291140
joc,museum,23:30,13/01/2019,0,291140
joc,museum,00:00,14/01/2019,0,291140
joc,museum,00:30,14/01/2019,0,291140
